id,edad,precio,cantidad,categoria,genero,descuento,satisfaccion,comprado,fecha_compra,metodo_pago,ubicacion_tienda,tiempo_entrega,cliente_recurrente,valoracion_producto
854,63.0,475.71,10.0,Juguetes,Femenino,23.7,0.9,True,2023-12-17,PayPal,Barcelona,20.0,False,4.1
180,36.0,165.93,1.0,Electrónica,No binario,17.0,,False,2022-04-05,Transferencia,Barcelona,,True,2.4
398,,302.53,8.0,Deportes,Masculino,41.8,5.8,True,2022-04-13,Efectivo,Las Palmas,26.0,True,2.0
786,79.0,219.24,10.0,Belleza,Prefiero no decir,40.4,0.1,True,2023-11-07,Criptomoneda,Sevilla,,True,2.4
803,68.0,286.92,8.0,,Femenino,2.2,3.9,True,,Efectivo,Palma,28.0,False,1.9
1181,71.0,329.31,10.0,Juguetes,Femenino,22.8,1.8,False,2023-02-09,Transferencia,Bilbao,14.0,False,1.7
659,18.0,219.2,7.0,Libros,Masculino,46.3,8.7,True,2023-08-28,Efectivo,Zaragoza,2.0,False,1.6
436,69.0,450.54,2.0,Juguetes,Femenino,24.2,4.9,,2023-04-19,Tarjeta de crédito,Murcia,22.0,,2.1
768,67.0,445.62,6.0,Alimentos,Prefiero no decir,4.5,6.8,True,2023-07-20,Tarjeta de crédito,Madrid,16.0,False,1.5
32,68.0,,9.0,Electrónica,Masculino,15.1,5.3,False,2023-05-07,Efectivo,Madrid,45.0,False,1.1
1184,20.0,84.43,5.0,Mascotas,Prefiero no decir,23.0,2.1,False,2024-03-10,Tarjeta de crédito,Bilbao,8.0,False,3.9
244,45.0,426.87,1.0,Deportes,Masculino,26.4,8.7,False,2022-08-04,Tarjeta de débito,Murcia,20.0,False,1.8
1146,22.0,310.31,4.0,Ropa,Masculino,15.5,1.6,True,2023-11-21,Efectivo,Sevilla,6.0,False,1.1
29,72.0,15.8,9.0,Libros,Femenino,46.5,3.1,True,2024-02-19,Transferencia,Sevilla,4.0,True,2.2
374,21.0,244.99,7.0,Ropa,Masculino,27.8,2.0,True,2024-03-29,PayPal,Valencia,22.0,True,
161,70.0,170.93,10.0,Alimentos,Femenino,38.2,,True,2023-08-10,Efectivo,Sevilla,16.0,True,2.7
1196,79.0,270.1,2.0,Deportes,Masculino,1.0,4.9,True,2022-08-29,Transferencia,Valencia,,True,4.0
425,34.0,255.2,3.0,Libros,Masculino,35.2,5.1,True,2023-12-31,Contra reembolso,Sevilla,117.0,True,3.0
783,11.0,404.45,9.0,Jardín,,36.5,8.8,True,2023-02-12,PayPal,Palma,12.0,False,2.6
984,64.0,368.55,1.0,Juguetes,Masculino,18.5,8.6,True,2023-09-26,Tarjeta de débito,Murcia,,True,1.9
1148,66.0,,7.0,Hogar,No binario,35.0,3.4,True,2023-05-15,Tarjeta de crédito,Zaragoza,12.0,False,3.3
510,74.0,206.75,9.0,Belleza,No binario,25.4,3.8,False,2022-05-30,Contra reembolso,Murcia,16.0,,4.3
1107,34.0,488.62,9.0,Belleza,Femenino,17.6,2.2,False,2023-02-12,Transferencia,Zaragoza,11.0,False,3.8
86,45.0,435.94,1.0,Mascotas,Femenino,7.0,8.6,False,2024-03-26,Contra reembolso,Madrid,24.0,False,1.8
745,50.0,471.65,6.0,Jardín,Masculino,26.2,9.5,True,2023-12-06,Tarjeta de débito,Sevilla,26.0,False,1.2
721,23.0,387.71,,Libros,Prefiero no decir,1.5,8.6,False,2022-09-18,Contra reembolso,Bilbao,10.0,True,3.9
908,46.0,144.82,8.0,BelleBa,Prefiero no decir,13.7,3.1,True,2022-04-30,Contra reembolso,Murcia,4.0,False,1.9
776,77.0,479.18,4.0,Alimentos,Femenino,21.9,2.5,False,,Transferencia,Bilbao,22.0,False,1.0
1017,54.0,453.51,2.0,Libros,Masculino,,5.6,False,2023-06-23,Criptomoneda,Barcelona,20.0,False,3.1
977,36.0,364.89,6.0,Hogar,No binario,34.5,9.1,True,2024-01-24,Criptomoneda,Madrid,24.0,True,4.9
256,63.0,263.12,2.0,Mascotas,Femenino,44.0,1.9,True,2024-01-30,Transferencia,Barcelona,19.0,False,5.0
1019,44.0,338.64,9.0,,No binario,24.2,3.2,True,2023-03-10,Tarjeta de débito,Palma,,True,3.4
746,23.0,393.67,2.0,Electrónica,No binario,32.6,,True,2024-04-03,Efectivo,Madrid,,,3.3
198,65.0,384.2,5.0,Alimentos,No binario,22.4,0.3,False,2022-01-10,Contra reembolso,Madrid,13.0,False,2.8
38,77.0,490.74,10.0,Alimentos,Femenino,6.3,1.6,True,2023-11-22,Tarjeta de crédito,Las Palmas,3.0,False,2.9
822,50.0,322.1,1.0,Mascotas,Femenino,30.5,4.0,True,2023-01-15,Tarjeta de crédito,Madrid,12.0,True,4.9
1010,,436.35,8.0,Alimentos,Femenino,46.8,5.3,True,2022-10-14,Contra reembolso,Barcelona,27.0,False,1.8
95,61.0,4.71,7.0,Hogar,No binario,10.9,8.2,False,2023-03-03,Contra reembolso,Zaragoza,16.0,False,3.3
668,31.0,425.92,1.0,Belleza,Prefiero no decir,26.0,9.9,False,2023-06-20,Criptomoneda,Madrid,15.0,False,4.5
51,19.0,2297.13,2.0,Jardín,No binario,48.6,0.7,True,2023-11-18,Efectivo,Bilbao,15.0,True,1.6
1166,54.0,326.41,4.0,Electrónica,Masculino,25.3,6.6,True,2023-08-09,Tarjeta de débito,Sevilla,23.0,,2.0
1085,42.0,300.85,10.0,Hogar,No binario,16.0,4.8,,2024-03-30,Efectivo,Valencia,9.0,False,2.9
1093,27.0,105.3,7.0,Jardín,No binario,20.7,9.9,True,2023-05-27,Transferencia,Valencia,19.0,False,2.6
410,53.0,320.27,6.0,Electrónica,No binario,7.1,8.8,True,2023-12-12,Criptomoneda,Murcia,1.0,True,2.8
736,29.0,161.72,4.0,Jardín,,30.3,6.2,False,2022-01-08,Efectivo,Málaga,6.0,True,3.4
66,70.0,336.17,,Libros,Masculino,46.3,4.7,False,2022-07-28,Criptomoneda,,18.0,True,4.6
234,39.0,124.74,4.0,Juguetes,,29.2,1.5,True,2023-06-11,Efectivo,Bilbao,21.0,False,4.9
369,103.0,269.31,6.0,Deportes,Masculino,20.8,7.7,False,2022-09-16,Contra reembolso,Valencia,8.0,False,3.0
484,62.0,362.46,,Mascotas,No binario,10.5,8.2,True,2024-01-21,Criptomoneda,Sevilla,11.0,False,2.4
372,75.0,213.91,8.0,JKrdín,Femenino,0.5,1.7,False,2022-07-05,,Barcelona,30.0,False,2.5
1140,74.0,420.05,9.0,Hogar,Masculino,1.8,1.1,True,2023-07-06,Efectivo,Palma,30.0,True,2.7
302,32.0,143.94,,Jardín,Prefiero no decir,28.6,2.5,True,,Tarjeta de débito,Barcelona,20.0,False,3.5
121,59.0,74.65,30.0,Belleza,No binario,38.3,2.2,True,2024-03-05,PayPal,Zaragoza,26.0,True,4.9
348,18.0,187.68,7.0,Juguetes,Prefiero no decir,19.0,1.5,True,2023-08-10,Transferencia,Sevilla,22.0,True,2.8
1036,68.0,190.09,5.0,Juguetes,Prefiero no decir,2.9,,False,2022-01-09,,Bilbao,16.0,False,1.5
1059,,201.82,5.0,Juguetes,Masculino,22.3,1.3,False,2022-08-04,Tarjeta de crédito,Zaragoza,17.0,False,3.2
569,40.0,43.05,2.0,Deportes,Femenino,7.2,7.6,True,2022-01-07,PayPal,Madrid,18.0,True,2.9
450,31.0,81.3,8.0,Electrónica,Masculino,33.4,7.2,False,2022-05-24,Tarjeta de crédito,Las Palmas,16.0,True,4.9
5,41.0,376.93,10.0,Electrónica,Prefiero no decir,2.8,2.6,True,2023-12-30,PayPal,Barcelona,1.0,True,1.3
114,46.0,349.47,9.0,Alimentos,Prefiero no decir,17.1,9.1,True,2023-01-12,,Murcia,8.0,False,4.4
874,53.0,292.9,10.0,Electrónica,Femenino,36.2,3.5,True,2022-07-25,Efectivo,Murcia,8.0,False,3.9
570,70.0,252.81,9.0,Deportes,Prefiero no decir,,6.4,True,2023-05-29,Efectivo,Las Palmas,12.0,False,2.3
399,19.0,354.27,8.0,Libros,Femenino,48.1,7.0,False,,Tarjeta de crédito,Murcia,12.0,False,4.6
813,46.0,472.13,6.0,Juguetes,Prefiero no decir,10.4,4.8,False,2024-04-23,Tarjeta de débito,Madrid,13.0,True,3.7
849,28.0,381.7,7.0,Deportes,Femenino,28.8,3.1,True,2022-02-04,Efectivo,Zaragoza,12.0,True,3.7
696,23.0,14.57,3.0,Belleza,No binario,22.6,8.6,True,,Contra reembolso,Madrid,24.0,True,4.0
388,29.0,395.55,7.0,Alimentos,No binario,23.1,9.0,False,2022-07-22,Tarjeta de crédito,Málaga,4.0,True,2.9
765,66.0,3979.96,7.0,Hogar,Masculino,11.3,2.4,True,2024-02-13,Tarjeta de crédito,Las Palmas,13.0,True,2.5
997,41.0,30.58,7.0,AlimentoQ,Prefiero no decir,16.8,0.7,False,2023-07-09,Tarjeta de débito,Palma,20.0,True,2.9
383,50.0,347.78,,Juguetes,Prefiero no decir,,3.2,False,2022-10-25,Transferencia,Málaga,13.0,True,2.8
290,41.0,40.11,5.0,Electrónica,Masculino,22.5,1.5,False,2023-02-03,Tarjeta de débito,Las Palmas,11.0,False,1.5
269,,161.89,8.0,Mascotas,Prefiero no decir,37.8,1.3,True,2022-02-08,Contra reembolso,Las Palmas,9.0,True,3.0
503,62.0,382.09,,Libros,Prefiero no decir,2.7,6.3,True,2022-05-24,Transferencia,Madrid,30.0,True,4.8
308,75.0,23.18,1.0,Mascotas,Masculino,19.5,5.8,True,2022-10-24,Efectivo,Barcelona,13.0,False,2.9
694,16.0,192.65,3.0,Jardín,Masculino,37.4,3.4,True,2024-03-04,Transferencia,Madrid,17.0,False,4.8
412,41.0,40.5,9.0,,No binario,26.8,9.6,True,2022-06-06,Tarjeta de crédito,Barcelona,2.0,True,4.9
81,52.0,379.59,5.0,Jardín,Masculino,45.0,3.2,False,2023-07-29,Tarjeta de crédito,Bilbao,27.0,True,3.6
1138,79.0,0.37,2.0,Libros,Femenino,,7.3,True,2023-10-28,Efectivo,Madrid,1.0,False,1.0
782,52.0,140.98,,Deportes,Femenino,3.3,,True,2023-12-24,Tarjeta de débito,Bilbao,,True,3.2
1021,100.0,276.69,6.0,Hogar,No binario,5.8,,False,2023-07-08,Efectivo,Bilbao,7.0,True,1.3
1079,72.0,129.19,1.0,Deportes,No binario,44.4,7.1,True,2022-08-30,,Bilbao,5.0,False,2.7
196,19.0,469.46,5.0,Juguetes,Femenino,38.9,1.2,,2024-02-10,Tarjeta de crédito,Palma,19.0,True,3.3
792,,422.61,1.0,Libros,Femenino,19.7,9.8,,2023-12-18,Criptomoneda,Murcia,22.0,False,3.6
84,22.0,439.53,7.0,Electrónica,,5.8,7.4,False,2023-06-08,Contra reembolso,,25.0,False,2.2
1002,57.0,401.0,4.0,Hogar,Femenino,,,False,2022-11-19,Contra reembolso,Sevilla,8.0,True,1.9
304,49.0,260.7,2.0,Ropa,Femenino,36.2,6.8,True,2022-03-16,Transferencia,Málaga,15.0,True,1.4
230,34.0,60.73,6.0,Juguetes,Prefiero no decir,26.0,2.6,True,2022-10-31,PayPal,Sevilla,29.0,False,3.5
106,59.0,397.46,3.0,Mascotas,Masculino,49.1,1.3,True,2024-03-10,,Zaragoza,5.0,False,1.8
1014,55.0,314.31,10.0,Belleza,No binario,33.0,2.4,True,2023-08-14,Efectivo,Murcia,1.0,True,3.8
678,45.0,327.56,1.0,Ropa,Femenino,12.9,5.2,True,2023-09-22,Tarjeta de crédito,Sevilla,3.0,False,1.1
971,72.0,101.64,5.0,Hogar,No binario,15.5,2.7,False,2023-12-01,Tarjeta de débito,Palma,17.0,True,1.1
1129,51.0,127.95,1.0,Hogar,Masculino,19.4,7.7,False,2022-01-21,Tarjeta de crédito,Murcia,15.0,True,2.0
27,79.0,176.93,4.0,Libros,No binario,22.8,10.0,,2023-12-29,Efectivo,Valencia,,False,1.1
809,68.0,4867.31,8.0,Ropa,Prefiero no decir,26.5,4.9,True,2023-10-14,Tarjeta de débito,Sevilla,1.0,True,3.0
108,80.0,319.12,9.0,Libros,No binario,25.1,4.9,True,2024-04-29,Transferencia,Bilbao,21.0,False,4.2
685,,445.66,8.0,Mascotas,No binario,29.7,0.8,False,2022-05-01,Efectivo,Murcia,26.0,False,2.7
747,67.0,495.71,6.0,Jardín,Prefiero no decir,39.0,7.2,False,2022-11-20,Tarjeta de débito,Las Palmas,15.0,False,4.4
643,18.0,7.16,7.0,,No binario,26.9,6.4,True,2022-05-27,Tarjeta de débito,Málaga,27.0,False,4.4
356,33.0,335.94,7.0,Belleza,Prefiero no decir,0.2,1.8,False,2024-02-06,Efectivo,Málaga,27.0,True,2.2
526,,461.7,10.0,Belleza,No binario,39.8,7.9,False,2022-07-31,Transferencia,Zaragoza,15.0,False,2.2
85,58.0,440.39,6.0,Electrónica,Masculino,,0.7,True,2024-03-14,Contra reembolso,Palma,30.0,True,4.1
460,57.0,174.51,2.0,Mascotas,Masculino,6.3,0.4,False,2023-06-04,Criptomoneda,Madrid,19.0,False,3.0
1041,38.0,103.5,,Hogar,Masculino,33.6,3.1,True,2023-08-18,Efectivo,Sevilla,24.0,False,3.0
990,37.0,485.28,10.0,Alimentos,Masculino,35.8,0.1,True,2022-03-22,PayPal,Palma,12.0,True,2.1
547,27.0,371.54,1.0,Belleza,Prefiero no decir,16.8,7.3,True,2023-08-07,PayPal,Zaragoza,,False,2.4
58,61.0,355.38,5.0,Ropa,No binario,11.0,7.6,True,2022-10-21,Tarjeta de débito,Zaragoza,19.0,True,4.3
727,43.0,325.0,1.0,Juguetes,Prefiero no decir,10.6,6.7,False,2023-09-05,Tarjeta de crédito,Barcelona,19.0,False,1.7
1055,37.0,370.25,1.0,Alimentos,No binario,32.7,5.7,False,2023-01-10,Tarjeta de débito,Barcelona,21.0,True,1.2
113,,83.19,5.0,Deportes,No binario,30.0,,True,2023-10-26,PayPal,Zaragoza,4.0,True,1.9
575,62.0,204.42,9.0,Hogar,Femenino,2.5,0.2,True,2022-03-20,Criptomoneda,Barcelona,26.0,,4.0
437,33.0,62.49,2.0,Libros,Prefiero no decir,36.4,,True,2023-04-02,Contra reembolso,,24.0,True,2.0
221,85.0,378.21,1.0,,Prefiero no decir,23.1,6.5,True,2024-04-21,Efectivo,Las Palmas,4.0,True,2.3
401,25.0,190.4,71.0,Jardín,Femenino,31.1,1.4,True,2022-03-13,Criptomoneda,Palma,20.0,True,1.6
130,79.0,441.8,47.0,Jardín,Femenino,32.2,4.9,,2022-06-27,,Valencia,21.0,False,1.6
870,40.0,91.73,2.0,Belleza,Prefiero no decir,44.1,,True,2023-11-17,Criptomoneda,Valencia,28.0,False,3.4
1157,42.0,448.2,2.0,Electrónica,Prefiero no decir,31.8,3.2,False,2023-10-09,Tarjeta de crédito,Bilbao,24.0,False,2.3
606,55.0,388.8,,Deportes,Femenino,18.0,5.8,True,2022-02-14,Contra reembolso,Sevilla,17.0,False,3.0
1084,38.0,139.19,,Hogar,Prefiero no decir,25.4,5.7,True,2022-05-30,Efectivo,,17.0,True,4.4
71,46.0,35.83,9.0,,Prefiero no decir,13.4,8.9,True,,Efectivo,Valencia,3.0,,4.5
521,74.0,35.92,5.0,Mascotas,Prefiero no decir,42.5,3.7,True,2022-09-28,Transferencia,Málaga,13.0,False,1.0
536,13.0,142.99,7.0,Deportes,No binario,10.3,8.9,True,2022-11-28,Tarjeta de débito,Bilbao,29.0,True,4.2
641,39.0,318.19,7.0,Libros,Masculino,37.4,7.0,True,2023-02-25,PayPal,Murcia,,True,2.4
931,57.0,1632.63,1.0,Mascotas,Masculino,47.9,8.2,True,2022-01-29,Tarjeta de débito,,9.0,False,2.4
396,30.0,293.19,1.0,Electrónica,Prefiero no decir,33.2,3.1,False,2023-11-03,Tarjeta de crédito,Las Palmas,9.0,False,2.6
523,33.0,,9.0,Libros,Femenino,45.9,7.3,True,2022-08-28,Tarjeta de crédito,Bilbao,30.0,False,1.0
527,53.0,14.46,2.0,Juguetes,Femenino,29.2,3.1,False,2023-06-15,Tarjeta de crédito,Palma,14.0,True,
80,25.0,168.46,4.0,Mascotas,Prefiero no decir,,5.1,False,2023-10-25,Transferencia,Palma,,True,3.9
886,26.0,240.79,1.0,Ropa,Femenino,30.1,2.6,True,2023-08-20,Contra reembolso,Barcelona,19.0,True,2.0
397,29.0,188.73,10.0,Juguetes,,22.6,0.2,True,2022-08-29,PayPal,Madrid,14.0,True,3.2
1066,56.0,484.43,4.0,,Masculino,26.9,4.0,True,2022-10-14,Tarjeta de débito,Palma,29.0,False,3.0
766,,,,Electrónica,No binario,30.1,7.3,True,2022-07-28,PayPal,Málaga,11.0,False,3.2
468,54.0,314.99,3.0,Hogar,Femenino,40.3,7.5,True,2023-08-28,Tarjeta de crédito,Bilbao,26.0,False,4.2
1117,,363.11,,Mascotas,Masculino,34.7,1.2,False,2022-04-09,PayPal,Madrid,3.0,False,3.2
1032,81.0,219.22,8.0,Juguetes,Masculino,40.1,2.0,True,2023-06-15,Criptomoneda,Bilbao,23.0,False,1.6
542,52.0,415.09,2.0,Alimentos,No binario,36.8,9.3,True,2022-10-08,Criptomoneda,Murcia,25.0,True,4.2
1153,85.0,294.3,2.0,Hogar,Prefiero no decir,0.1,4.2,True,2023-01-26,Transferencia,Sevilla,4.0,False,
1108,31.0,55.44,50.0,Hogar,No binario,16.3,3.4,False,2022-04-12,Tarjeta de crédito,Zaragoza,14.0,True,4.4
307,42.0,113.44,10.0,Jardín,Prefiero no decir,5.5,8.4,True,2022-04-19,Tarjeta de débito,Madrid,21.0,True,2.4
633,67.0,219.74,9.0,Mascotas,Femenino,17.4,0.2,True,2022-08-10,PayPal,Bilbao,1.0,True,1.6
831,69.0,455.56,3.0,Ropa,Prefiero no decir,,2.9,False,2023-06-18,Efectivo,Madrid,8.0,True,2.6
514,31.0,478.24,36.0,Juguetes,Femenino,21.3,4.4,True,2023-01-03,Transferencia,Sevilla,23.0,False,2.0
927,6.0,372.24,5.0,Electrónica,Masculino,18.3,9.9,True,2023-04-15,Criptomoneda,Madrid,5.0,False,4.0
424,47.0,18.63,2.0,Hogar,Prefiero no decir,0.9,4.0,,2022-08-15,PayPal,Barcelona,22.0,True,2.9
1025,70.0,312.54,9.0,Deportes,Masculino,34.0,8.1,False,2023-02-08,PayPal,Barcelona,29.0,False,4.1
953,25.0,151.8,,Deportes,Masculino,48.1,8.2,True,2022-10-22,Contra reembolso,Madrid,,False,1.6
907,66.0,271.85,9.0,Hogar,Masculino,29.9,4.5,False,2022-12-15,Tarjeta de crédito,Murcia,3.0,,1.5
921,68.0,116.09,6.0,Libros,Masculino,49.9,2.6,True,2023-05-11,Transferencia,Madrid,20.0,False,4.3
558,76.0,206.73,6.0,Juguetes,Prefiero no decir,3.8,8.4,True,2023-01-21,Transferencia,Barcelona,22.0,False,2.8
805,68.0,221.31,,Deportes,No binario,43.8,7.5,True,2023-12-25,Transferencia,Las Palmas,10.0,False,2.9
964,49.0,233.55,10.0,Ropa,Prefiero no decir,29.3,0.5,,2022-11-18,PayPal,,10.0,False,3.1
1192,37.0,148.15,7.0,Mascotas,No binario,12.1,4.8,True,2022-07-08,Efectivo,,8.0,True,4.5
875,71.0,221.12,3.0,Juguetes,,5.7,1.7,True,2023-06-15,Tarjeta de débito,Sevilla,13.0,False,4.3
101,22.0,388.93,3.0,Mascotas,Prefiero no decir,28.4,6.5,False,2022-01-14,Contra reembolso,Málaga,,True,2.5
159,36.0,249.64,8.0,Alimentos,Prefiero no decir,13.7,3.7,False,2023-05-18,Transferencia,Las Palmas,24.0,True,1.3
726,,153.4,5.0,Libros,Femenino,47.2,4.5,True,2022-10-18,Contra reembolso,Las Palmas,6.0,True,4.2
951,67.0,136.34,36.0,Ropa,Prefiero no decir,25.9,0.1,True,2022-09-27,Tarjeta de débito,Las Palmas,10.0,False,2.9
40,,328.82,2.0,Alimentos,Femenino,1.4,3.1,True,2023-07-01,Transferencia,Málaga,8.0,True,4.9
676,32.0,151.17,3.0,Jardín,No binario,24.2,,True,2022-07-01,Tarjeta de débito,Barcelona,,,2.8
65,57.0,425.74,6.0,Ropa,Masculino,10.3,6.6,True,2022-10-30,Tarjeta de débito,Sevilla,27.0,True,1.2
644,22.0,88.37,6.0,Mascotas,Masculino,36.9,0.5,True,2024-03-24,Tarjeta de crédito,Barcelona,29.0,True,2.5
30,81.0,333.58,2.0,Libros,No binario,22.9,4.9,False,2022-12-27,PayPal,Bilbao,28.0,False,4.5
480,56.0,273.8,6.0,Mascotas,Femenino,22.4,6.8,True,2023-02-06,Contra reembolso,Murcia,15.0,False,1.4
516,48.0,59.09,1.0,Hogar,Masculino,36.4,0.5,True,2022-08-13,PayPal,Málaga,29.0,True,4.2
937,55.0,416.96,7.0,Mascotas,No binario,33.3,4.0,True,2023-10-11,PayPal,Palma,22.0,False,1.4
257,23.0,3.75,4.0,Alimentos,Femenino,9.7,0.6,False,2024-03-04,Tarjeta de crédito,Málaga,12.0,True,1.0
178,,67.5,4.0,Libros,Femenino,29.2,6.3,True,2023-07-04,PayPal,Palma,1.0,False,4.4
1073,61.0,301.53,10.0,Juguetes,No binario,48.7,,False,2022-08-23,PayPal,Bilbao,10.0,False,3.0
744,20.0,479.11,2.0,Libros,Prefiero no decir,15.3,6.3,True,2022-07-30,Criptomoneda,Zaragoza,28.0,True,4.5
594,40.0,227.43,4.0,Jardín,No binario,36.3,7.6,False,2022-04-27,PayPal,Bilbao,3.0,False,4.2
447,59.0,195.83,5.0,Alimentos,Prefiero no decir,3.8,9.6,True,2022-03-25,,Madrid,7.0,True,3.4
588,82.0,303.73,9.0,Deportes,No binario,24.3,3.2,True,2023-11-08,Tarjeta de crédito,Bilbao,5.0,False,1.7
171,28.0,327.32,7.0,Electrónica,Masculino,29.1,4.8,False,2023-06-18,PayPal,Bilbao,9.0,False,2.3
60,79.0,45.45,92.0,Belleza,No binario,49.8,9.2,True,2022-09-14,Tarjeta de débito,Málaga,16.0,False,4.2
572,34.0,355.01,45.0,Hogar,No binario,,4.8,True,,Contra reembolso,Las Palmas,9.0,False,3.6
251,81.0,398.32,7.0,Libros,No binario,36.4,6.6,True,2022-04-17,Efectivo,Zaragoza,12.0,True,1.8
25,79.0,268.55,6.0,Hogar,Masculino,31.9,3.2,True,2023-10-15,Transferencia,Murcia,21.0,False,2.0
1192,37.0,148.15,7.0,Mascotas,No binario,12.1,4.8,True,2022-07-08,Efectivo,,8.0,True,4.5
488,78.0,396.3,6.0,Juguetes,Masculino,31.5,2.9,False,2023-05-29,Criptomoneda,Madrid,10.0,False,3.9
982,19.0,85.7,7.0,Hogar,Prefiero no decir,49.6,6.4,True,2022-07-27,Criptomoneda,Málaga,1.0,True,1.5
12,19.0,127.25,4.0,Alimentos,Masculino,43.4,2.8,False,2023-10-02,Tarjeta de crédito,Málaga,19.0,False,4.7
1169,56.0,413.25,7.0,Deportes,Femenino,3.9,6.8,True,2022-03-23,Contra reembolso,Las Palmas,12.0,True,
670,73.0,330.39,,Alimentos,Femenino,34.8,4.4,True,2023-12-02,Efectivo,Sevilla,22.0,False,2.2
596,83.0,314.27,7.0,Deportes,No binario,22.5,3.2,False,2023-11-23,Tarjeta de crédito,Málaga,4.0,False,4.4
512,64.0,383.44,9.0,Mascotas,No binario,13.3,,True,2024-01-20,Tarjeta de débito,Murcia,15.0,False,3.2
926,46.0,,5.0,Deportes,No binario,31.4,3.5,False,2024-03-05,Efectivo,Palma,1.0,False,2.3
756,19.0,391.75,8.0,Belleza,Masculino,27.5,8.1,True,2022-09-25,Transferencia,Zaragoza,19.0,False,4.3
1121,42.0,320.66,10.0,Mascotas,Femenino,22.8,5.8,True,2022-09-24,Tarjeta de débito,Murcia,18.0,True,1.6
961,25.0,414.62,1.0,Jardín,Masculino,5.3,2.7,True,2023-07-22,Tarjeta de débito,Madrid,8.0,True,1.1
553,35.0,423.73,2.0,Alimentos,Masculino,24.6,1.1,True,2023-08-25,Criptomoneda,Barcelona,11.0,True,4.1
417,40.0,185.47,,Mascotas,No binario,35.9,1.7,False,2022-11-20,,Palma,7.0,False,1.8
419,54.0,494.08,8.0,Electrónica,Masculino,34.9,2.1,True,2022-06-22,Efectivo,Murcia,97.0,False,2.7
1072,36.0,,2.0,Electrónica,Prefiero no decir,35.5,7.8,True,2023-12-04,Efectivo,Valencia,19.0,False,4.1
1077,34.0,12.48,10.0,Electrónica,Femenino,4.7,9.0,True,2022-10-04,Contra reembolso,Murcia,21.0,False,1.5
148,69.0,367.09,6.0,Deportes,No binario,45.9,9.7,True,2022-06-08,Transferencia,Bilbao,12.0,False,4.6
771,52.0,77.92,2.0,Jardín,Femenino,36.2,8.7,True,2023-05-10,Tarjeta de débito,Madrid,22.0,False,2.5
232,65.0,272.65,5.0,Hogar,Masculino,6.2,,True,2022-07-17,Transferencia,Valencia,16.0,True,3.2
1167,78.0,468.46,5.0,Deportes,Femenino,0.9,7.3,True,2023-02-19,Criptomoneda,Murcia,21.0,False,3.2
211,53.0,488.52,6.0,Juguetes,No binario,36.6,9.3,False,2023-01-26,Tarjeta de crédito,Las Palmas,25.0,,1.6
855,29.0,290.68,4.0,Jardín,Masculino,0.2,7.3,True,2022-08-26,Criptomoneda,Sevilla,24.0,True,1.7
1089,43.0,81.64,1.0,Jardín,No binario,21.1,0.9,True,2024-04-05,Contra reembolso,Bilbao,14.0,False,4.0
435,45.0,148.18,2.0,Juguetes,Masculino,44.4,2.2,True,2023-05-07,Tarjeta de débito,Madrid,28.0,False,2.2
877,18.0,260.77,3.0,Deportes,Prefiero no decir,29.4,6.9,False,2024-01-25,Efectivo,Bilbao,15.0,False,3.9
3,78.0,307.06,3.0,Electrónica,Prefiero no decir,2.6,5.7,True,2023-07-15,Efectivo,Las Palmas,9.0,True,1.1
55,71.0,,8.0,Electrónica,Prefiero no decir,25.5,9.1,True,2024-02-08,Criptomoneda,Zaragoza,12.0,,5.0
99,20.0,411.94,3.0,Libros,No binario,47.0,1.0,True,2023-07-20,Contra reembolso,Las Palmas,4.0,False,1.9
833,32.0,319.01,2.0,Electrónica,No binario,11.4,0.9,True,2023-12-30,PayPal,Madrid,1.0,True,4.6
478,78.0,24.53,7.0,Alimentos,Prefiero no decir,38.8,,True,2022-06-02,Tarjeta de crédito,,25.0,False,3.9
386,68.0,141.31,9.0,Libros,Masculino,26.0,6.1,True,2022-09-14,Criptomoneda,Murcia,24.0,True,1.1
828,30.0,10.99,10.0,Belleza,Prefiero no decir,20.3,4.8,True,2023-02-15,Criptomoneda,Zaragoza,3.0,False,4.7
1145,120.0,104.14,4.0,Juguetes,Masculino,37.0,8.0,True,2022-11-29,Tarjeta de crédito,Las Palmas,24.0,True,2.0
470,25.0,203.88,3.0,Deportes,Prefiero no decir,43.4,4.6,False,2022-02-07,Tarjeta de débito,Las Palmas,16.0,True,3.7
826,22.0,386.96,2.0,Electrónica,Prefiero no decir,0.2,7.8,False,2024-01-12,Contra reembolso,Málaga,16.0,True,4.6
478,78.0,24.53,7.0,Alimentos,Prefiero no decir,38.8,,True,2022-06-02,Tarjeta de crédito,,25.0,False,3.9
21,59.0,21.64,6.0,Alimentos,Masculino,41.6,8.4,True,2022-07-02,Efectivo,Las Palmas,26.0,True,2.2
298,82.0,,6.0,Belleza,Masculino,8.0,3.0,True,2022-03-06,Efectivo,Bilbao,116.0,False,
1038,53.0,322.66,2.0,Libros,No binario,32.4,4.8,True,2023-11-22,Transferencia,Valencia,13.0,False,1.4
335,80.0,412.78,4.0,Ropa,No binario,44.4,4.3,False,2022-11-02,Contra reembolso,Málaga,15.0,True,1.0
995,70.0,275.48,4.0,JugueteA,No binario,,1.3,False,2022-01-07,Criptomoneda,Zaragoza,8.0,False,3.0
255,,428.57,5.0,Libros,,10.0,5.5,True,2023-12-21,PayPal,Palma,4.0,False,3.1
